order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
ORD-024448,CUST-08643,2025-09-13,PROD-0250,8,684.16,5473.28,Completed,2025-09-14
ORD-024449,CUST-01752,2024-05-05,PROD-0293,4,273.46,1093.84,Pending,2024-05-06
ORD-024450,CUST-01748,2025-06-30,PROD-0238,6,1161.80,6970.80,Completed,2025-06-30
ORD-024451,CUST-00306,2024-10-28,PROD-0274,8,222.79,1782.32,Cancelled,2024-10-29
ORD-024452,CUST-06702,2023-09-08,PROD-0201,7,784.19,5489.33,Completed,2023-09-11
ORD-024453,CUST-08091,2023-11-06,PROD-0061,4,1079.98,4319.92,Pending,2023-11-06
ORD-024454,CUST-09869,2024-10-11,PROD-0105,5,1384.48,6922.40,Completed,2024-10-12
ORD-024455,CUST-05631,2025-04-03,PROD-0130,5,1166.83,5834.15,Completed,2025-04-06
ORD-024456,CUST-00729,2023-10-19,PROD-0278,4,862.33,3449.32,Cancelled,2023-10-19
ORD-024457,CUST-07960,2024-12-13,PROD-0414,2,454.58,909.16,Cancelled,2024-12-15
ORD-024458,CUST-06032,2024-04-16,PROD-0101,4,1423.40,5693.60,Completed,2024-04-16
ORD-024459,CUST-02898,2024-01-15,PROD-0314,5,91.73,458.65,Completed,2024-01-17
ORD-024460,CUST-00989,2024-02-06,PROD-0010,8,1349.53,10796.24,Completed,2024-02-09
ORD-024461,CUST-03190,2023-02-28,PROD-0464,1,1042.38,1042.38,Completed,2023-02-28
ORD-024462,CUST-08960,2023-07-03,PROD-0303,3,20.11,60.33,Completed,2023-07-03
ORD-024463,CUST-02092,2025-12-26,PROD-0330,2,1402.10,2804.20,Completed,2025-12-29
ORD-024464,CUST-09295,2023-05-06,PROD-0070,7,419.17,2934.19,Returned,2023-05-09
ORD-024465,CUST-00828,2023-08-09,PROD-0212,8,400.42,3203.36,Completed,2023-08-10
ORD-024466,CUST-09322,2025-05-07,PROD-0345,6,43.87,263.22,Pending,2025-05-07
ORD-024467,CUST-00684,2025-05-16,PROD-0255,4,677.32,2709.28,Completed,2025-05-16
ORD-024468,CUST-09046,2023-06-13,PROD-0206,1,754.75,754.75,Completed,2023-06-14
ORD-024469,CUST-03666,2024-12-12,PROD-0006,4,961.29,3845.16,Completed,2024-12-13
ORD-024470,CUST-04438,2024-03-26,PROD-0394,2,83.42,166.84,Completed,2024-03-29
ORD-024471,CUST-06020,2025-03-19,PROD-0127,1,979.55,979.55,Completed,2025-03-19
ORD-024472,CUST-03831,2024-06-10,PROD-0285,7,582.09,4074.63,Completed,2024-06-13
ORD-024473,CUST-02106,2023-11-27,PROD-0493,3,1387.58,4162.74,Completed,2023-11-30
ORD-024474,CUST-04050,2023-12-30,PROD-0310,5,974.44,4872.20,Cancelled,2023-12-30
ORD-024475,CUST-03634,2025-05-28,PROD-0432,4,877.63,3510.52,Returned,2025-05-30
ORD-024476,CUST-05065,2025-07-19,PROD-0081,6,196.71,1180.26,Cancelled,2025-07-19
ORD-024477,CUST-04451,2023-01-07,PROD-0475,2,935.23,1870.46,Completed,2023-01-07
ORD-024478,CUST-05750,2023-09-05,PROD-0484,7,1030.23,7211.61,Cancelled,2023-09-06
ORD-024479,CUST-08043,2024-07-28,PROD-0216,4,598.23,2392.92,Completed,2024-07-28
ORD-024480,CUST-01193,2024-07-20,PROD-0283,4,173.51,694.04,Completed,2024-07-20
ORD-024481,CUST-06576,2023-04-10,PROD-0443,8,333.53,2668.24,Completed,2023-04-12
ORD-024482,CUST-05188,2025-12-17,PROD-0489,7,740.00,5180.00,Completed,2025-12-19
ORD-024483,CUST-04049,2023-12-30,PROD-0138,5,208.80,1044.00,Returned,2024-01-01
ORD-024484,CUST-02316,2025-06-08,PROD-0317,8,827.66,6621.28,Cancelled,2025-06-11
ORD-024485,CUST-01358,2025-07-07,PROD-0054,5,397.78,1988.90,Cancelled,2025-07-07
ORD-024486,CUST-02746,2025-09-10,PROD-0389,1,838.65,838.65,Completed,2025-09-11
ORD-024487,CUST-02230,2023-07-26,PROD-0319,2,677.25,1354.50,Completed,2023-07-27
ORD-024488,CUST-00558,2023-07-23,PROD-0495,2,887.40,1774.80,Completed,2023-07-25
ORD-024489,CUST-05352,2025-06-30,PROD-0103,4,186.66,746.64,Completed,2025-07-03
ORD-024490,CUST-00505,2023-10-08,PROD-0187,4,1025.48,4101.92,Completed,2023-10-08
ORD-024491,CUST-01374,2024-09-05,PROD-0387,7,247.81,1734.67,Completed,2024-09-07
ORD-024492,CUST-05706,2024-06-02,PROD-0289,2,715.08,1430.16,Completed,2024-06-04
ORD-024493,CUST-09094,2025-07-26,PROD-0324,4,1319.49,5277.96,Completed,2025-07-26
ORD-024494,CUST-03818,2025-12-07,PROD-0308,3,143.66,430.98,Cancelled,2025-12-09
ORD-024495,CUST-00663,2023-05-01,PROD-0039,4,1152.42,4609.68,Completed,2023-05-04
ORD-024496,CUST-02963,2023-08-25,PROD-0417,6,17.11,102.66,Completed,2023-08-25
ORD-024497,CUST-09290,2024-04-25,PROD-0081,5,196.71,983.55,Completed,2024-04-27
ORD-024498,CUST-06537,2025-07-29,PROD-0314,5,91.73,458.65,Completed,2025-07-31
ORD-024499,CUST-09657,2024-05-29,PROD-0193,8,644.67,5157.36,Completed,2024-05-31
ORD-024500,CUST-06064,2023-12-21,PROD-0399,2,1277.20,2554.40,Returned,2023-12-22
ORD-024501,CUST-05640,2023-10-11,PROD-0114,6,289.14,1734.84,Completed,2023-10-13
ORD-024502,CUST-07170,2023-08-07,PROD-0193,5,644.67,3223.35,Completed,2023-08-10
ORD-024503,CUST-01828,2023-12-04,PROD-0384,5,328.99,1644.95,Completed,2023-12-05
ORD-024504,CUST-09552,2025-07-08,PROD-0353,8,1281.87,10254.96,Completed,2025-07-10
ORD-024505,CUST-07846,2025-11-16,PROD-0265,6,927.49,5564.94,Completed,2025-11-18
ORD-024506,CUST-03460,2023-10-24,PROD-0348,4,533.85,2135.40,Completed,2023-10-26
ORD-024507,CUST-00811,2023-05-23,PROD-0268,2,1111.72,2223.44,Completed,2023-05-24
ORD-024508,CUST-08831,2024-12-05,PROD-0030,6,963.87,5783.22,Completed,2024-12-07
ORD-024509,CUST-06317,2025-09-05,PROD-0426,8,1031.38,8251.04,Cancelled,2025-09-07
ORD-024510,CUST-08947,2024-06-28,PROD-0201,5,784.19,3920.95,Pending,2024-06-28
ORD-024511,CUST-04516,2024-01-27,PROD-0252,7,297.03,2079.21,Completed,2024-01-29
ORD-024512,CUST-03556,2023-07-12,PROD-0021,2,38.57,77.14,Completed,2023-07-12
ORD-024513,CUST-06987,2025-11-06,PROD-0477,2,631.15,1262.30,Returned,2025-11-09
ORD-024514,CUST-03260,2024-02-23,PROD-0385,5,261.33,1306.65,Returned,2024-02-25
ORD-024515,CUST-00415,2023-01-26,PROD-0482,7,1258.25,8807.75,Completed,2023-01-29
ORD-024516,CUST-06923,2024-03-04,PROD-0211,8,137.02,1096.16,Completed,2024-03-05
ORD-024517,CUST-04826,2025-12-18,PROD-0226,5,793.82,3969.10,Completed,2025-12-19
ORD-024518,CUST-07846,2024-04-11,PROD-0373,5,824.80,4124.00,Completed,2024-04-11
ORD-024519,CUST-03354,2023-02-24,PROD-0052,8,413.80,3310.40,Completed,2023-02-26
ORD-024520,CUST-03684,2025-01-20,PROD-0253,6,532.95,3197.70,Completed,2025-01-20
ORD-024521,CUST-09667,2023-01-09,PROD-0288,1,1441.07,1441.07,Completed,2023-01-09
ORD-024522,CUST-04985,2025-12-06,PROD-0092,8,138.80,1110.40,Cancelled,2025-12-07
ORD-024523,CUST-00848,2023-10-19,PROD-0439,7,1147.80,8034.60,Cancelled,2023-10-22
ORD-024524,CUST-06307,2023-09-01,PROD-0311,3,638.41,1915.23,Completed,2023-09-03
ORD-024525,CUST-05421,2023-10-23,PROD-0295,4,891.67,3566.68,Cancelled,2023-10-24
ORD-024526,CUST-00106,2025-04-12,PROD-0052,7,413.80,2896.60,Pending,2025-04-14
ORD-024527,CUST-09877,2023-07-02,PROD-0384,6,328.99,1973.94,Completed,2023-07-05
ORD-024528,CUST-04410,2024-07-25,PROD-0271,8,371.73,2973.84,Completed,2024-07-26
ORD-024529,CUST-03338,2023-05-28,PROD-0141,4,656.09,2624.36,Completed,2023-05-31
ORD-024530,CUST-02454,2023-05-05,PROD-0126,3,1183.01,3549.03,Completed,2023-05-08
ORD-024531,CUST-03326,2025-10-19,PROD-0206,7,754.75,5283.25,Pending,2025-10-21
ORD-024532,CUST-06670,2025-05-06,PROD-0420,3,174.92,524.76,Completed,2025-05-08
ORD-024533,CUST-08380,2025-01-12,PROD-0482,4,1258.25,5033.00,Completed,2025-01-15
ORD-024534,CUST-00194,2023-01-30,PROD-0286,4,434.99,1739.96,Completed,2023-01-30
ORD-024535,CUST-07718,2024-07-08,PROD-0335,2,1059.11,2118.22,Pending,2024-07-08
ORD-024536,CUST-08302,2023-06-24,PROD-0135,8,769.74,6157.92,Completed,2023-06-26
ORD-024537,CUST-00868,2023-06-20,PROD-0316,5,711.89,3559.45,Completed,2023-06-20
ORD-024538,CUST-05209,2023-06-22,PROD-0433,5,795.09,3975.45,Completed,2023-06-24
ORD-024539,CUST-02240,2024-10-23,PROD-0091,3,37.76,113.28,Completed,2024-10-23
ORD-024540,CUST-04851,2024-01-23,PROD-0476,1,827.79,827.79,Completed,2024-01-25
ORD-024541,CUST-06426,2024-01-27,PROD-0466,6,587.32,3523.92,Completed,2024-01-29
ORD-024542,CUST-08682,2023-11-03,PROD-0232,2,570.84,1141.68,Completed,2023-11-03
ORD-024543,CUST-04221,2023-01-22,PROD-0493,4,1387.58,5550.32,Completed,2023-01-22
ORD-024544,CUST-06612,2023-02-04,PROD-0412,6,904.50,5427.00,Completed,2023-02-06
ORD-024545,CUST-07052,2023-04-22,PROD-0456,2,978.12,1956.24,Pending,2023-04-24
ORD-024546,CUST-03112,2023-09-17,PROD-0081,1,196.71,196.71,Completed,2023-09-19
ORD-024547,CUST-06863,2025-08-17,PROD-0326,1,1015.02,1015.02,Completed,2025-08-19
ORD-024548,CUST-08928,2025-09-25,PROD-0299,2,403.86,807.72,Completed,2025-09-26
ORD-024549,CUST-05501,2023-02-14,PROD-0203,6,1480.43,8882.58,Completed,2023-02-14
ORD-024550,CUST-04528,2023-09-16,PROD-0219,5,1064.57,5322.85,Completed,2023-09-19
ORD-024551,CUST-03318,2024-11-03,PROD-0046,5,408.56,2042.80,Completed,2024-11-04
ORD-024552,CUST-06853,2025-02-23,PROD-0060,1,1249.42,1249.42,Completed,2025-02-24
ORD-024553,CUST-06208,2025-03-26,PROD-0409,8,8.03,64.24,Completed,2025-03-27
ORD-024554,CUST-09531,2024-09-21,PROD-0037,2,620.83,1241.66,Cancelled,2024-09-24
ORD-024555,CUST-07378,2025-05-07,PROD-0434,8,1047.03,8376.24,Completed,2025-05-07
ORD-024556,CUST-02924,2025-09-16,PROD-0340,5,1476.49,7382.45,Completed,2025-09-18
ORD-024557,CUST-05899,2023-06-16,PROD-0435,1,303.73,303.73,Completed,2023-06-17
ORD-024558,CUST-07578,2025-04-13,PROD-0248,4,1157.62,4630.48,Completed,2025-04-13
ORD-024559,CUST-02707,2024-07-04,PROD-0279,2,594.98,1189.96,Completed,2024-07-07
ORD-024560,CUST-08695,2023-02-17,PROD-0135,3,769.74,2309.22,Completed,2023-02-18
ORD-024561,CUST-09980,2024-06-20,PROD-0229,7,1332.26,9325.82,Pending,2024-06-21
ORD-024562,CUST-08241,2024-10-09,PROD-0133,8,212.94,1703.52,Completed,2024-10-11
ORD-024563,CUST-05668,2025-04-24,PROD-0329,3,63.87,191.61,Pending,2025-04-27
ORD-024564,CUST-09109,2025-07-20,PROD-0106,3,233.27,699.81,Completed,2025-07-23
ORD-024565,CUST-04374,2023-07-25,PROD-0231,5,891.76,4458.80,Completed,2023-07-26
ORD-024566,CUST-09988,2025-05-18,PROD-0022,4,1398.41,5593.64,Completed,2025-05-20
ORD-024567,CUST-02153,2023-01-20,PROD-0024,8,472.79,3782.32,Completed,2023-01-23
ORD-024568,CUST-02290,2024-05-30,PROD-0412,6,904.50,5427.00,Completed,2024-05-31
ORD-024569,CUST-09286,2023-08-17,PROD-0230,2,944.70,1889.40,Completed,2023-08-18
ORD-024570,CUST-01572,2024-11-21,PROD-0026,2,926.88,1853.76,Completed,2024-11-22
ORD-024571,CUST-02184,2024-10-12,PROD-0335,6,1059.11,6354.66,Returned,2024-10-14
ORD-024572,CUST-09250,2024-05-09,PROD-0170,7,1484.13,10388.91,Completed,2024-05-10
ORD-024573,CUST-07677,2024-03-19,PROD-0024,8,472.79,3782.32,Completed,2024-03-22
ORD-024574,CUST-03952,2024-07-06,PROD-0480,2,56.28,112.56,Completed,2024-07-06
ORD-024575,CUST-05798,2024-08-03,PROD-0378,4,885.36,3541.44,Completed,2024-08-06
ORD-024576,CUST-05812,2025-05-01,PROD-0192,3,1337.75,4013.25,Completed,2025-05-03
ORD-024577,CUST-00943,2023-09-30,PROD-0232,7,570.84,3995.88,Pending,2023-10-03
ORD-024578,CUST-07141,2024-08-01,PROD-0309,3,1130.58,3391.74,Completed,2024-08-04
ORD-024579,CUST-07208,2024-08-11,PROD-0227,4,419.36,1677.44,Completed,2024-08-11
ORD-024580,CUST-00005,2024-10-12,PROD-0029,2,334.58,669.16,Completed,2024-10-12
ORD-024581,CUST-01864,2025-02-22,PROD-0142,5,245.38,1226.90,Pending,2025-02-22
ORD-024582,CUST-01263,2024-04-13,PROD-0026,1,926.88,926.88,Completed,2024-04-13
ORD-024583,CUST-08954,2023-05-20,PROD-0068,4,94.40,377.60,Pending,2023-05-22
ORD-024584,CUST-02728,2024-04-14,PROD-0416,3,957.26,2871.78,Completed,2024-04-17
ORD-024585,CUST-00383,2025-03-26,PROD-0183,5,1262.08,6310.40,Completed,2025-03-29
ORD-024586,CUST-05366,2023-08-21,PROD-0465,3,119.49,358.47,Completed,2023-08-21
ORD-024587,CUST-04335,2024-01-23,PROD-0086,2,708.37,1416.74,Completed,2024-01-25
ORD-024588,CUST-05670,2024-01-01,PROD-0257,4,1179.75,4719.00,Completed,2024-01-02
ORD-024589,CUST-00898,2024-03-20,PROD-0300,3,866.97,2600.91,Completed,2024-03-21
ORD-024590,CUST-01362,2024-11-13,PROD-0309,3,1130.58,3391.74,Completed,2024-11-14
ORD-024591,CUST-09911,2025-04-03,PROD-0249,3,1430.22,4290.66,Pending,2025-04-03
ORD-024592,CUST-08724,2023-01-26,PROD-0019,3,96.00,288.00,Cancelled,2023-01-27
ORD-024593,CUST-07766,2025-05-03,PROD-0442,2,175.29,350.58,Returned,2025-05-04
ORD-024594,CUST-05314,2024-02-15,PROD-0494,5,832.46,4162.30,Completed,2024-02-15
ORD-024595,CUST-07967,2024-10-18,PROD-0152,5,907.25,4536.25,Pending,2024-10-20
ORD-024596,CUST-00588,2025-09-23,PROD-0353,2,1281.87,2563.74,Returned,2025-09-26
ORD-024597,CUST-02106,2023-10-11,PROD-0102,2,342.27,684.54,Pending,2023-10-12
ORD-024598,CUST-04035,2025-11-14,PROD-0455,5,1196.10,5980.50,Completed,2025-11-16
ORD-024599,CUST-08730,2023-09-16,PROD-0292,1,684.53,684.53,Completed,2023-09-17
ORD-024600,CUST-08096,2025-07-02,PROD-0253,4,532.95,2131.80,Completed,2025-07-04
ORD-024601,CUST-05730,2023-09-11,PROD-0178,5,701.82,3509.10,Pending,2023-09-11
ORD-024602,CUST-00169,2023-05-07,PROD-0132,5,1421.69,7108.45,Returned,2023-05-09
ORD-024603,CUST-08235,2023-08-22,PROD-0292,6,684.53,4107.18,Pending,2023-08-25
ORD-024604,CUST-01784,2024-12-31,PROD-0500,2,1192.02,2384.04,Completed,2025-01-02
ORD-024605,CUST-02426,2023-03-30,PROD-0043,1,685.67,685.67,Completed,2023-04-02
ORD-024606,CUST-02080,2023-01-29,PROD-0451,4,260.33,1041.32,Completed,2023-01-30
ORD-024607,CUST-05391,2025-05-02,PROD-0089,5,575.73,2878.65,Completed,2025-05-03
ORD-024608,CUST-08022,2025-12-23,PROD-0470,4,942.99,3771.96,Pending,2025-12-25
ORD-024609,CUST-09411,2025-07-12,PROD-0196,5,863.85,4319.25,Pending,2025-07-12
ORD-024610,CUST-04829,2025-01-21,PROD-0003,8,1490.11,11920.88,Completed,2025-01-23
ORD-024611,CUST-00059,2024-10-28,PROD-0083,4,1178.72,4714.88,Completed,2024-10-29
ORD-024612,CUST-03484,2023-12-17,PROD-0044,3,1242.93,3728.79,Completed,2023-12-18
ORD-024613,CUST-07521,2025-07-06,PROD-0279,4,594.98,2379.92,Completed,2025-07-08
ORD-024614,CUST-05523,2023-11-25,PROD-0100,8,901.82,7214.56,Completed,2023-11-26
ORD-024615,CUST-05683,2024-08-23,PROD-0221,2,678.59,1357.18,Completed,2024-08-26
ORD-024616,CUST-08551,2023-11-14,PROD-0148,5,947.48,4737.40,Completed,2023-11-15
ORD-024617,CUST-01294,2025-11-23,PROD-0289,2,715.08,1430.16,Cancelled,2025-11-25
ORD-024618,CUST-06931,2024-03-14,PROD-0037,7,620.83,4345.81,Completed,2024-03-17
ORD-024619,CUST-03921,2023-07-19,PROD-0177,7,830.55,5813.85,Completed,2023-07-20
ORD-024620,CUST-03824,2024-12-18,PROD-0142,8,245.38,1963.04,Completed,2024-12-21
ORD-024621,CUST-08782,2025-03-29,PROD-0086,6,708.37,4250.22,Completed,2025-03-30
ORD-024622,CUST-05910,2023-10-19,PROD-0354,3,1068.69,3206.07,Completed,2023-10-19
ORD-024623,CUST-08152,2024-05-10,PROD-0368,1,1093.84,1093.84,Pending,2024-05-12
ORD-024624,CUST-07150,2025-06-10,PROD-0261,6,935.47,5612.82,Pending,2025-06-10
ORD-024625,CUST-03449,2025-12-18,PROD-0419,2,237.42,474.84,Completed,2025-12-21
ORD-024626,CUST-00461,2023-11-09,PROD-0052,6,413.80,2482.80,Returned,2023-11-10
ORD-024627,CUST-02566,2025-02-03,PROD-0152,8,907.25,7258.00,Completed,2025-02-05
ORD-024628,CUST-07031,2024-06-08,PROD-0499,7,29.65,207.55,Completed,2024-06-08
ORD-024629,CUST-07192,2024-02-26,PROD-0163,7,615.67,4309.69,Completed,2024-02-28
ORD-024630,CUST-07374,2025-02-19,PROD-0293,7,273.46,1914.22,Completed,2025-02-19
ORD-024631,CUST-08619,2025-10-15,PROD-0403,3,1047.42,3142.26,Completed,2025-10-17
ORD-024632,CUST-04109,2024-11-05,PROD-0131,5,235.36,1176.80,Pending,2024-11-05
ORD-024633,CUST-03486,2025-09-27,PROD-0436,5,808.56,4042.80,Completed,2025-09-30
ORD-024634,CUST-06951,2023-08-19,PROD-0219,8,1064.57,8516.56,Completed,2023-08-21
ORD-024635,CUST-09318,2024-10-28,PROD-0187,6,1025.48,6152.88,Completed,2024-10-28
ORD-024636,CUST-04799,2025-05-08,PROD-0021,1,38.57,38.57,Completed,2025-05-10
ORD-024637,CUST-06039,2023-05-17,PROD-0364,1,1158.91,1158.91,Cancelled,2023-05-18
ORD-024638,CUST-09019,2025-08-22,PROD-0060,8,1249.42,9995.36,Completed,2025-08-22
ORD-024639,CUST-08522,2023-01-27,PROD-0117,8,222.13,1777.04,Completed,2023-01-30
ORD-024640,CUST-07683,2025-03-11,PROD-0165,1,71.69,71.69,Completed,2025-03-13
ORD-024641,CUST-01279,2025-10-27,PROD-0159,5,1443.19,7215.95,Returned,2025-10-27
ORD-024642,CUST-05197,2024-04-19,PROD-0404,1,1197.70,1197.70,Completed,2024-04-21
ORD-024643,CUST-00213,2024-03-05,PROD-0377,7,378.38,2648.66,Pending,2024-03-08
ORD-024644,CUST-04941,2025-09-14,PROD-0149,5,804.53,4022.65,Completed,2025-09-14
ORD-024645,CUST-06270,2024-03-12,PROD-0174,5,572.24,2861.20,Completed,2024-03-12
ORD-024646,CUST-02332,2024-11-03,PROD-0303,2,20.11,40.22,Completed,2024-11-04
ORD-024647,CUST-04093,2023-05-06,PROD-0153,3,1404.92,4214.76,Pending,2023-05-06
ORD-024648,CUST-01930,2024-03-08,PROD-0280,2,908.03,1816.06,Cancelled,2024-03-08
ORD-024649,CUST-01535,2024-07-22,PROD-0143,8,139.72,1117.76,Completed,2024-07-24
ORD-024650,CUST-02756,2024-06-21,PROD-0384,7,328.99,2302.93,Pending,2024-06-24
ORD-024651,CUST-00940,2024-09-05,PROD-0080,3,566.47,1699.41,Returned,2024-09-08
ORD-024652,CUST-08149,2024-09-26,PROD-0191,8,1073.28,8586.24,Completed,2024-09-28
ORD-024653,CUST-02638,2024-10-22,PROD-0489,5,740.00,3700.00,Completed,2024-10-23
ORD-024654,CUST-03374,2023-01-04,PROD-0384,5,328.99,1644.95,Completed,2023-01-04
ORD-024655,CUST-03525,2024-09-18,PROD-0345,5,43.87,219.35,Completed,2024-09-19
ORD-024656,CUST-00055,2024-08-10,PROD-0388,6,1062.10,6372.60,Completed,2024-08-10
ORD-024657,CUST-02396,2023-01-04,PROD-0140,1,461.12,461.12,Completed,2023-01-05
ORD-024658,CUST-08153,2025-04-15,PROD-0335,7,1059.11,7413.77,Completed,2025-04-15
ORD-024659,CUST-00299,2023-08-25,PROD-0009,2,783.18,1566.36,Completed,2023-08-26
ORD-024660,CUST-09735,2024-11-15,PROD-0373,1,824.80,824.80,Completed,2024-11-15
ORD-024661,CUST-03598,2024-05-30,PROD-0152,6,907.25,5443.50,Completed,2024-06-02
ORD-024662,CUST-00936,2024-01-28,PROD-0356,7,1273.68,8915.76,Completed,2024-01-28
ORD-024663,CUST-05334,2024-06-25,PROD-0429,5,911.10,4555.50,Pending,2024-06-26
ORD-024664,CUST-07087,2023-06-16,PROD-0089,6,575.73,3454.38,Completed,2023-06-17
ORD-024665,CUST-01125,2024-04-30,PROD-0421,7,936.30,6554.10,Completed,2024-05-02
ORD-024666,CUST-09591,2025-01-29,PROD-0298,4,772.27,3089.08,Pending,2025-01-30
ORD-024667,CUST-05503,2025-07-01,PROD-0315,8,665.94,5327.52,Completed,2025-07-04
ORD-024668,CUST-09315,2025-07-12,PROD-0314,1,91.73,91.73,Pending,2025-07-14
ORD-024669,CUST-06580,2023-02-27,PROD-0095,3,893.13,2679.39,Completed,2023-03-01
ORD-024670,CUST-07144,2024-09-06,PROD-0070,5,419.17,2095.85,Completed,2024-09-06
ORD-024671,CUST-09701,2023-07-27,PROD-0343,8,558.64,4469.12,Completed,2023-07-30
ORD-024672,CUST-02493,2025-12-25,PROD-0233,2,577.28,1154.56,Completed,2025-12-28
ORD-024673,CUST-08382,2024-01-29,PROD-0150,2,510.35,1020.70,Completed,2024-02-01
ORD-024674,CUST-04708,2023-07-17,PROD-0311,4,638.41,2553.64,Returned,2023-07-18
ORD-024675,CUST-07213,2024-04-27,PROD-0162,7,1281.35,8969.45,Cancelled,2024-04-28
ORD-024676,CUST-09023,2023-04-21,PROD-0192,7,1337.75,9364.25,Completed,2023-04-22
ORD-024677,CUST-05329,2024-07-25,PROD-0417,4,17.11,68.44,Cancelled,2024-07-27
ORD-024678,CUST-03571,2024-06-02,PROD-0480,8,56.28,450.24,Completed,2024-06-02
ORD-024679,CUST-05787,2025-06-03,PROD-0493,1,1387.58,1387.58,Cancelled,2025-06-06
ORD-024680,CUST-07948,2024-12-16,PROD-0062,7,263.31,1843.17,Completed,2024-12-18
ORD-024681,CUST-07935,2025-03-11,PROD-0412,6,904.50,5427.00,Pending,2025-03-11
ORD-024682,CUST-02742,2023-08-07,PROD-0135,4,769.74,3078.96,Completed,2023-08-09
ORD-024683,CUST-00560,2025-07-28,PROD-0270,8,699.13,5593.04,Completed,2025-07-28
ORD-024684,CUST-09434,2024-03-09,PROD-0413,2,1005.56,2011.12,Completed,2024-03-10
ORD-024685,CUST-07401,2024-01-02,PROD-0068,1,94.40,94.40,Pending,2024-01-05
ORD-024686,CUST-03219,2024-03-22,PROD-0343,1,558.64,558.64,Completed,2024-03-22
ORD-024687,CUST-01541,2024-01-28,PROD-0309,6,1130.58,6783.48,Cancelled,2024-01-28
ORD-024688,CUST-06519,2025-06-11,PROD-0114,8,289.14,2313.12,Completed,2025-06-11
ORD-024689,CUST-03935,2023-01-02,PROD-0084,1,1417.48,1417.48,Completed,2023-01-03
ORD-024690,CUST-09114,2023-12-11,PROD-0039,3,1152.42,3457.26,Completed,2023-12-12
ORD-024691,CUST-07943,2023-10-10,PROD-0029,2,334.58,669.16,Returned,2023-10-12
ORD-024692,CUST-04439,2024-01-29,PROD-0234,8,953.36,7626.88,Returned,2024-02-01
ORD-024693,CUST-09391,2024-05-09,PROD-0317,1,827.66,827.66,Completed,2024-05-12
ORD-024694,CUST-04369,2023-04-03,PROD-0344,5,568.88,2844.40,Completed,2023-04-05
ORD-024695,CUST-04550,2024-02-18,PROD-0212,8,400.42,3203.36,Pending,2024-02-18
ORD-024696,CUST-05587,2023-01-09,PROD-0011,5,374.31,1871.55,Pending,2023-01-11
ORD-024697,CUST-06635,2025-08-09,PROD-0005,6,1059.45,6356.70,Completed,2025-08-09
ORD-024698,CUST-04183,2023-11-10,PROD-0263,1,679.66,679.66,Completed,2023-11-10
ORD-024699,CUST-04292,2023-03-03,PROD-0011,1,374.31,374.31,Pending,2023-03-03
ORD-024700,CUST-02255,2024-02-26,PROD-0491,8,610.14,4881.12,Completed,2024-02-29
ORD-024701,CUST-08800,2023-10-19,PROD-0476,6,827.79,4966.74,Completed,2023-10-20
ORD-024702,CUST-02441,2024-02-22,PROD-0066,3,15.35,46.05,Completed,2024-02-25
ORD-024703,CUST-08872,2023-02-28,PROD-0048,8,1026.78,8214.24,Completed,2023-03-03
ORD-024704,CUST-06415,2023-03-10,PROD-0115,8,1159.17,9273.36,Pending,2023-03-11
ORD-024705,CUST-07019,2025-09-22,PROD-0362,4,314.11,1256.44,Completed,2025-09-23
ORD-024706,,2025-07-29,PROD-0431,8,808.63,6469.04,Completed,2025-07-29
ORD-024707,CUST-03967,2025-05-28,PROD-0358,4,841.61,3366.44,Pending,2025-05-29
ORD-024708,CUST-03750,2023-04-22,PROD-0250,4,684.16,2736.64,Completed,2023-04-23
ORD-024709,CUST-06649,2023-12-03,PROD-0075,7,173.72,1216.04,Pending,2023-12-06
ORD-024710,CUST-06346,2024-02-27,PROD-0257,6,1179.75,7078.50,Completed,2024-02-29
ORD-024711,CUST-06197,2023-08-28,PROD-0283,2,173.51,347.02,Pending,2023-08-28
ORD-024712,CUST-00718,2025-02-21,PROD-0186,4,734.57,2938.28,Completed,2025-02-24
ORD-024713,CUST-07482,2023-03-18,PROD-0189,5,91.79,458.95,Returned,2023-03-19
ORD-024714,CUST-00824,2023-10-10,PROD-0040,4,581.73,2326.92,Completed,2023-10-13
ORD-024715,CUST-09054,2023-09-01,PROD-0349,3,460.96,1382.88,Completed,2023-09-01
ORD-024716,CUST-02313,2025-09-21,PROD-0083,8,1178.72,9429.76,Completed,2025-09-23
ORD-024717,CUST-03688,2024-12-05,PROD-0053,1,298.10,298.10,Completed,2024-12-06
ORD-024718,CUST-09632,2023-09-01,PROD-0322,3,1390.96,4172.88,Completed,2023-09-02
ORD-024719,CUST-00476,2023-02-07,PROD-0369,2,576.09,1152.18,Completed,2023-02-09
ORD-024720,CUST-08888,2024-10-15,PROD-0062,1,263.31,263.31,Returned,2024-10-18
ORD-024721,CUST-01984,2025-02-18,PROD-0427,2,864.27,1728.54,Completed,2025-02-20
ORD-024722,CUST-06707,2024-12-03,PROD-0460,7,1031.44,7220.08,Completed,2024-12-06
ORD-024723,CUST-09870,2024-08-07,PROD-0100,3,901.82,2705.46,Returned,2024-08-10
ORD-024724,CUST-04274,2025-11-03,PROD-0132,8,1421.69,11373.52,Pending,2025-11-04
ORD-024725,CUST-01754,2023-01-30,PROD-0165,6,71.69,430.14,Completed,2023-01-31
