product_id,product_name,category,price,cost,stock_quantity,reorder_level
PROD-0418,Table Lamp 418,Home,551.68,363.91,905,115
PROD-0419,Resistance Bands 419,Sports,237.42,164.36,542,97
PROD-0420,Data Engineering Guide 420,Books,174.92,80.81,364,18
PROD-0421,Wireless Headphones 421,Electronics,936.30,408.75,395,127
PROD-0422,Wireless Headphones 422,Electronics,1462.34,1053.31,448,91
PROD-0423,Smart Watch 423,Electronics,190.58,119.79,437,21
PROD-0424,Throw Pillow 424,Home,1371.52,798.57,109,60
PROD-0425,Business Strategy 425,Books,65.81,37.39,937,110
PROD-0426,Training Gloves 426,Sports,1031.38,665.16,430,39
PROD-0427,Storage Basket 427,Home,864.27,570.34,836,137
PROD-0428,Training Gloves 428,Sports,1084.47,659.90,499,89
PROD-0429,Yoga Mat 429,Sports,911.10,679.12,834,132
PROD-0430,Data Engineering Guide 430,Books,731.85,387.31,954,19
PROD-0431,Cotton T-Shirt 431,Clothing,808.63,356.88,402,116
PROD-0432,Wool Sweater 432,Clothing,877.63,383.16,596,98
PROD-0433,Storage Basket 433,Home,795.09,531.61,974,55
PROD-0434,Wool Sweater 434,Clothing,1047.03,755.62,690,36
PROD-0435,Modern Fiction 435,Books,303.73,150.97,947,55
PROD-0436,Body Lotion 436,Beauty,808.56,386.34,861,117
PROD-0437,Webcam 437,Electronics,109.12,47.92,563,141
PROD-0438,Cookbook 438,Books,1018.83,723.27,130,36
PROD-0439,Storage Basket 439,Home,1147.80,722.57,841,133
PROD-0440,Modern Fiction 440,Books,654.28,373.68,965,106
PROD-0441,Throw Pillow 441,Home,1286.87,498.24,553,45
PROD-0442,Denim Jacket 442,Clothing,175.29,124.02,338,117
PROD-0443,Smart Watch 443,Electronics,333.53,227.84,330,118
PROD-0444,Wireless Headphones 444,Electronics,1183.87,498.22,432,123
PROD-0445,Hair Serum 445,Beauty,269.94,171.00,214,45
PROD-0446,Sunscreen 446,Beauty,1292.85,839.93,87,51
PROD-0447,Water Bottle 447,Sports,984.68,367.94,653,47
PROD-0448,Storage Basket 448,Home,134.66,95.78,796,16
PROD-0449,Yoga Mat 449,Sports,933.94,561.15,789,117
PROD-0450,Storage Basket 450,Home,825.47,435.36,459,38
PROD-0451,Throw Pillow 451,Home,260.33,181.95,272,51
PROD-0452,Coffee Maker 452,Home,961.30,733.84,875,66
PROD-0453,Cotton T-Shirt 453,Clothing,762.83,362.01,800,19
PROD-0454,Throw Pillow 454,Home,535.12,275.55,952,146
PROD-0455,Webcam 455,Electronics,1196.10,895.94,870,62
PROD-0456,Modern Fiction 456,Books,978.12,453.18,430,5
PROD-0457,Denim Jacket 457,Clothing,436.65,184.35,590,92
PROD-0458,Table Lamp 458,Home,1499.68,1014.78,70,33
PROD-0459,Wireless Headphones 459,Electronics,700.23,524.82,807,138
PROD-0460,Smart Watch 460,Electronics,1031.44,618.10,937,16
PROD-0461,Business Strategy 461,Books,113.19,65.57,795,46
PROD-0462,Face Cleanser 462,Beauty,1478.64,867.99,302,100
PROD-0463,Sunscreen 463,Beauty,918.03,641.21,334,79
PROD-0464,Cookbook 464,Books,1042.38,477.51,119,44
PROD-0465,Coffee Maker 465,Home,119.49,53.42,504,127
PROD-0466,Face Cleanser 466,Beauty,587.32,218.33,398,23
PROD-0467,Running Shoes 467,Clothing,1467.22,659.00,93,43
PROD-0468,Water Bottle 468,Sports,110.77,49.56,332,80
PROD-0469,Denim Jacket 469,Clothing,464.96,344.00,234,85
PROD-0470,Cotton T-Shirt 470,Clothing,942.99,691.01,435,9
PROD-0471,Webcam 471,Electronics,162.85,93.63,905,104
PROD-0472,Body Lotion 472,Beauty,642.14,388.69,208,16
PROD-0473,Sunscreen 473,Beauty,1363.60,841.37,385,125
PROD-0474,Wool Sweater 474,Clothing,293.22,141.01,935,83
PROD-0475,Coffee Maker 475,Home,935.23,428.69,990,9
PROD-0476,Wool Sweater 476,Clothing,827.79,340.46,353,43
PROD-0477,Body Lotion 477,Beauty,631.15,446.29,879,10
PROD-0478,Data Engineering Guide 478,Books,777.39,465.18,434,104
PROD-0479,Water Bottle 479,Sports,934.97,367.19,715,134
PROD-0480,Storage Basket 480,Home,56.28,22.94,903,26
PROD-0481,Resistance Bands 481,Sports,638.71,282.09,333,10
PROD-0482,Modern Fiction 482,Books,1258.25,811.44,377,10
PROD-0483,Resistance Bands 483,Sports,688.73,385.35,829,30
PROD-0484,Body Lotion 484,Beauty,1030.23,637.08,152,90
PROD-0485,Training Gloves 485,Sports,180.16,128.89,589,38
PROD-0486,Running Shoes 486,Clothing,1019.45,402.24,349,83
PROD-0487,Bluetooth Speaker 487,Electronics,386.93,200.25,848,48
PROD-0488,Denim Jacket 488,Clothing,690.34,522.63,379,65
PROD-0489,Wireless Headphones 489,Electronics,740.00,555.17,240,66
PROD-0490,Water Bottle 490,Sports,864.45,574.80,213,99
PROD-0491,Sunscreen 491,Beauty,610.14,247.15,857,10
PROD-0492,Sunscreen 492,Beauty,656.56,385.75,874,15
PROD-0493,Table Lamp 493,Home,1387.58,790.07,162,57
PROD-0494,Hair Serum 494,Beauty,832.46,504.30,879,72
PROD-0495,Storage Basket 495,Home,887.40,401.51,871,70
PROD-0496,Denim Jacket 496,Clothing,1057.85,700.46,164,77
PROD-0497,Modern Fiction 497,Books,1302.99,938.98,658,141
PROD-0498,Training Gloves 498,Sports,1077.45,747.19,410,10
PROD-0499,Running Shoes 499,Clothing,29.65,13.72,97,52
PROD-0500,Running Shoes 500,Clothing,1192.02,748.97,207,27
